codigo_produto,produto,secao,custo_atual,preco_atual,ncm
4917,PROTETOR COLCHAO CASAL IMPERMEAVEL KACYUMARA,PROTETOR DE COLCHAO,48.61,124.00,63049200
4918,PROTETOR COLCHAO SOLTEIRO IMPERMEAVEL KACYUMARA,PROTETOR DE COLCHAO,37.96,90.00,63049200
4919,PROTETOR COLCHAO QUEEN IMPERMEAVEL KACYUMARA,PROTETOR DE COLCHAO,60.15,144.00,63049200
46,LENCOL AVULSO KING 2.50/2.80 PROFILINE HOTELARIA TEKA,LENCOL AVULSO,48.00,98.00,63023100
874,LENCOL AVULSO CASAL 2.20/2.50 PROFILINE HOTELARIA TEKA,LENCOL AVULSO,35.00,78.00,63023100
6021,TOALHA  ROSTO 0.48/0.80 PROFLINE MADRID/MIRA TEKA,TOALHAS AVULSA,5.25,19.50,63026000
6099,TAPETE 0.60/1.20 ESTAMPADOS/LISO SAO CARLOS,TAPETE,24.00,69.00,57024200
5400,MORDEDOR/CHOCALHO DIVERTIDO FOR BABY/GALA,DIVERSOS,08.09,18.00,95030080
5952,CHOCALHO SOLAPA ROSA/AZUL GALA,DIVERSOS,4.45,9.00,95030039
5533,MORDEDOR CAMINHOES -FOR BABY GALA,DIVERSOS,11.63,24.00,950300039
5396,MORDEDOR PEZINHO/ MAOZI /ANIM/ASTROS FOR BABY GALA,DIVERSOS,4.17,10.50,95030039
2564,CHAVEIRO BOLA P TIMES DIVERS.680801/GIRAFAS GS2128/BBL448 FO,PELUCIA,5.30,12.00,73269090
6078,MANTA BEBE 0.75/1.00 NANINHA/ALMOF PESCOÇO LE PETIT CORTTEX,MANTA PARA BEBE,41.31,87.00,63014000
5845,TRAVESSEIRO ANTISTRESS  0.50/0.70 ALTENBURG,TRAVESSEIROS,48.28,108.00,94049000
6041,NANINHA BABY HUG,DIVERSOS,23.51,81.00,63013000
5397,MOBILE P/BERÇOC/3 ENFEITES ELEF/CACHORR MUSCICAL GIRAT /GALA,DIVERSOS,28.43,66.00,95030098
4944,CORTINA P/ COZINHA BRISA DUPLEX 3.00/1.20 RENDA BELLA JANELA,CORTINA,77.98,168.00,63392000
1234,TAPETE DE COZINHA 0.50/0.70 DECORE KACYUMARA,TAPETE,26.58,57.00,57050000
3207,PASSADEIRA DE COZINHA 0.50/1.60 DECORE KACYUMARA,TAPETE,61.22,138.00,57050000
4270,TOALHA BANHO GIGANTE 0.90/1.60 ZERO TWIST FIO PENTEADO KARST,TOALHAS AVULSA,44.61,90.00,63026000
6014,TOALHA BANHO GIGANTE 0.80/1.50 ETERNITY FIO EGIPCIO  ARTEX,TOALHAS AVULSA,34.91,72.00,63026000
52,COLCHA CASAL 2.00/2.30 ALLEGRO TEKA,COLCHA,17.76,42.00,63041910
1116,TOALHA MESA 1.40/2.10 NATALINA TEKA,TOALHA DE MESA,10.68,24.00,63025100
657,TOALHA PRAIA 0.80/1.50 DRYFIT ALTENBURG,TOALHAS AVULSA,34.56,78.00,6329300
3710,CORTINA P/ COZINHA BRISA DUPLEX 3.00/1.40 RENDA BELLA JANELA,CORTINA,79.00,174.00,63039200
2246,VARAO CORTINA 2 MTS 19MM CROMADO BELLA ARTE,CORTINA,14.95,42.00,73063000
53,COLCHA SOLTEIRO 1.50/2.30 ALLEGRO TEKA,COLCHA,13.94,33.00,63041910
3206,TAPETE BEM VINDO 0.40/0.60 EMBORRACHADO CORTTEX,TAPETE,07.06,21.00,57032000
871,TOALHA LAVABO PONTO CRUZ BABY CLASSIC DOHLER/KARSTEN,TOALHAS AVULSA,3.26,12.00,63026000
605,CORTINA P/ COZINHA DUPLEX 2.60/1.20  LISA C/ FORRO BELLA JAN,CORTINA,42.31,87.00,63039200
1575,TOALHA MESA 1.60/2.40 JACQUARD LISA REQUINTE DOHLER,TOALHA DE MESA,26.20,60.00,63025100
142,TOALHA MESA 1.55/2.10 /1.55/2.00 RENDA LEPPER,TOALHA DE MESA,17.95,42.00,63025300
3090,TOALHA BANHO JACQUARD PEROLA/ROMANCE 0.70/1.40 DOHLER,TOALHAS AVULSA,28.80,57.00,63026000
853,JOGO DE CAMA SOLTEIRO 03 PCS SANTISTA ROYAL COTEMINAS,JOGO DE CAMA,61.07,117.00,63022100
418,CAPA PARA COLCHAO SOLTEIRO DE MALHA VENESA 30 ALT.,CAPAS,18.52,69.00,63021000
987,CAPA ALMOFADA 0.45/0.45 JACQUARD MEDIEVAL ADOMES,CAPA,17.00,34.50,63041990
5068,EDREDON SOLTEIRO PERCAL 300 FIOS SATINEE KACYUMARA,EDREDON,233.68,478.00,94049000
3592,PORTA TRAVESSEIRO SATINEE 0.50/0.70 300 FIOS KACYUMARA,CAPAS,38.43,72.00,63023100
880,TRAVESSEIRO ROYAL TOQUE DE SEDA ALTENBURG,TRAVESSEIROS,22.47,78.00,94049000
2281,CUECAS E CALCINHAS KIT C/03 UNIDADES 100%ALGODAO SONHART,CONFECCOES,29.24,109.00,61082100
256,TOALHA BANHO PONTO CRUZ CRIATIVA TEKA,TOALHAS AVULSA,14.91,36.00,63026000
1930,JOGO DE TOALHA 05 PÇS 0.70/1.35 LOLLIPOP BUDDMEYER,JOGO DE TOALHAS,81.85,267.00,63026000
1580,COBRE LEITO CASAL 03 PÇS MICROFIBRA PROVENCE/CLASSIC ROZAC,COBRE LEITO,65.90,179.00,94049000
2400,JOGO DE CAMA QUEEN 04 PÇS 200 FIOS SEM VIRA BASIC BUDDEMEYER,JOGO DE CAMA,122.55,279.00,63022100
2239,PISO ATOALHADO LUXOR FIO PENT. 0.48/0.80 BUDDEMEYER,PISO ATOALHADO,29.88,63.00,63026000
4306,TOALHA BANHO GIGANTE 0.90/1.50 CANELADO FIO PENTEADO BUDDEME,TOALHAS AVULSA,51.13,114.00,63026000
3627,PISO ATOALHADO PROFLINE MADRID TEKA,PISO ATOALHADO,6.89,21.00,63026000
5948,PROTETOR COLCHAO BERÇO IMPERMEAVEL KACYUMARA,PROTETOR DE COLCHAO,27.94,54.00,63049200
441,PROTETOR COLCHAO CASAL IMPERMEAVEL MISTO ALTENBURG,PROTETOR DE COLCHAO,104.56,219.00,94049000
4376,SAIA BOX QUEEN 1.58/1.98 MICROFIBRA MATELASSADA HEDRONS,SAIA PARA COLCHAO,40.30,135.00,63023200
4885,SAIA BOX KING 1.93/2.03 ANTIQUE COM RENDA 180 FIOS  HEDRONS,SAIA PARA COLCHAO,97.93,213.00,58042910
2486,JOGO DE CAMA KING 04 PCS 200 FIOS VIDA BELA KACYUMARA,JOGO DE CAMA,216.08,493.00,63022100
4143,COBRE LEITO KING 03 PÇS PROMOÇAO 200 FIOS VIDA BELA KACYUMAR,COBRE LEITO,0.00,658.00,63023100
3605,COBRE LEITO CASAL 03 PÇS MICROFIBRA BORDADA LAUREN ANDREZA,COBRE LEITO,86.97,238.00,94049000
4920,PROTETOR COLCHAO KING IMPERMEAVEL KACYUMARA,PROTETOR DE COLCHAO,56.37,168.00,63049200
2909,TOALHA BANHO INFANTIL 0.60/1.20 ATOALHADA  LEPPER,TOALHAS AVULSA,10.59,39.00,63029100
2171,TOALHA MESA RENDA 1.50/1.50 INTERLAR,TOALHA DE MESA,14.84,28.50,63029300
5969,CONJ.FEM BLUSA E LEGGING DISNEY C90165 CATIVA,CONFECCOES,34.99,72.00,61042990
5978,CONJ.FEM BLUSA E SHORT JEANS C90270 CATIVA,CONFECCOES,55.99,114.00,62042200
3366,PIJAMA ADULTO FEMININO ALGODAO SHORT/MC/ REGATA MALWEE,CONFECCOES,42.70,159.00,61083100
232,COBRE LEITO KING 03 PCS 150 FIOS INNOVI KACYUMARA,COBRE LEITO,173.70,369.00,63041910
236,EDREDON SOLTEIRO MALHA  SONHART 1.98/2.48,EDREDON,263.97,890.00,94049000
5798,PERFUME CH CH PRIVE MEN  50ML,PERFUME MASCULINO,223.95,329.00,33030020
2245,VARAO CORTINA 2 MTS 28 MM CROMADO BELLA ARTE,CORTINA,13.54,60.00,73042990
3063,TOALHA MESA 2.20/2.20 CELEBRA/SIENNA KARSTEN,TOALHA DE MESA,70.85,318.00,63025100
6062,CORTINA DUPLEX CASUAL 4.20/2.70 V.3 MT VOIL FORRO BELLA JANE,CORTINA,108.80,276.00,63039200
4141,COBRE LEITO QUEEN 03 PÇS PROMOÇAO 200 FIOS VIDA BELA KACYUMA,JOGO DE CAMA,0.00,589.00,63023100
2075,COBRE LEITO CASAL 03 PÇS 200 FIOS VIDA BELA KACYUMARA,COBRE LEITO,246.88,498.00,63041910
3471,LENÇOL AVULSO QUEEN SATINEE KACYUMARA,LENCOL AVULSO,132.60,265.00,63023100
2980,ALMOFADA TRANSFORMA BICHINHO PELUCIA CILINHO,DIVERSOS,34.26,78.00,65030031
1905,TRAVESSEIRO ESPAÇO A 250 FIOS MAQUINETADO ALTENBURG,TRAVESSEIROS,61.05,198.00,94049000
5962,TOALHA PRAIA LICENCIADAS  AVELUDADA 0.76/1.52 DOHLER,TOALHAS AVULSA,19.02,69.00,63026000
1607,TOALHA BANHO DE TIME AVELUDADA BOUTON/DOLHER,TOALHAS AVULSA,44.25,96.00,63026000
2470,PIJAMA BABY FEM/MASC MC CALCA SONHART,PIJAMAS,87.90,177.00,61083100
5523,"KIT MEIA BEBE SELENE 3 PARES DO17 A 20 A 21 A24 COD1355,001",CONFECCOES,8.96,18.00,61112000
1850,CJ 4 XICARAS P/CHA PORCELANA BIRDS 200ML,DIVERSOS,127.60,308.00,69111010
1710,ROUPAO BABY ATOALHADO ML/MC C/TOUCA SONHART,ROUPAO,102.90,207.00,61089900
2513,PERFUME DOLCE GABANNA LILY FEMME 75ML,PERFUME FEMININO,406.68,814.00,33030020
3073,LENÇOL AVULSO KING 200 FIOS VIDA BELA KACYUMARA,LENCOL AVULSO,87.79,207.00,63023100
2367,JOGO DE CAMA KING 04 PÇS SATINEE KACYUMARA,JOGO DE CAMA,250.47,745.00,63022100
179,TOALHA BANHO ESTAMPADE NICE TEKA,TOALHAS AVULSA,11.03,39.00,63026000
1427,COBRE LEITO QUEEN 03 PÇ BOUTIS 50% ALGO. 50% POLIES COTEMINA,COBRE LEITO,186.15,378.00,94049000
1291,JOGO DE CAMA QUEEN  04 PCS 150 FIOS SANTISTA PRATA COTEMINAS,JOGO DE CAMA,63.50,246.00,63023100
3457,"CJ 4 ANEIS P/GUARDANAPOS METAL LAÇO 5,5X2 CM WOLFF",DIVERSOS,32.51,75.00,73239400
3364,PIJAMA ADULTO MASCULINO MC/REGATA SHORT MALWEE,CONFECCOES,61.75,133.00,61072100
5031,TRAVESSEIRO BODY PILLOW 0.30/0.65 KIDS ALTENBURG,TRAVESSEIROS,46.00,93.00,94049000
5682,TOALHA BANHO GIGANTE IDRIS FIO PENTEADO  KARSTEN,TOALHAS AVULSA,25.95,58.50,63026000
2787,TOALHA BANHO GIGANTE MARTINA/ANTONIETA ZERO TWISTER KARSTEN,TOALHAS AVULSA,31.12,72.00,63026000
5441,TOALHA BANHO INFANTIL PONTO CRUZ AVELUDA BABY CLASSIC DOHLER,TOALHAS AVULSA,12.60,45.00,63026000
5683,TOALHA ROSTO IDRIS FIO PENTEADO  KARSTEN,TOALHAS AVULSA,10.00,24.00,63026000
1445,PEL UNICORNIO/TOURO/CAVALO/PANTERA P CILINHO,PELUCIA,33.00,66.00,95030031
1894,MEIA INFANTIL SOQUETE 2012/2000/2040/2070/2450/2010/2300 SEL,CONFECCOES,3.29,9.00,61159500
283,TOALHA MESA 1.60/2.20 CELEBRA 63% ALG. 37% POL. KARSTEN,TOALHA DE MESA,80.54,159.00,63025300
1001,MANTA BEBE FLECE MULTIUSO LISA/EST. ANDREZA/PINHEIRO,MANTA PARA BEBE,7.61,18.00,63014000
1512,TOALHA ROSTO SANTISTA ROYAL COTEMINAS,TOALHAS AVULSA,3.32,13.50,63026000
3413,DIFUSOR DE VARETAS VIDRO 300 ML ESPUMARIA,DIVERSOS,57.20,119.00,33074900
4105,JOGO DE CAMA SOLTEIRO 02 PÇS MALHA FIO 30 PREMIUM SUL BRASIL,JOGO DE CAMA,29.42,63.00,63021000
5046,LENCOL AVULSO SOLTEIRO DIAMANTE 150 FIOS TEKA,LENCOL AVULSO,28.85,69.00,63023100
5048,LENCOL AVULSO QUEEN  DIAMANTE 150 FIOS TEKA,LENCOL AVULSO,47.78,108.00,63023100
6082,COBRE LEITO SOLTEIRO 200 FIOS VIDA BELA PROMOCIONAL KACYUMAR,COBRE LEITO,127.29,398.00,63023100
4142,ESCORREDOR DE LOUÇAS FUTURE,DIVERSOS,88.67,186.00,73239900
1072,EDREDON CASAL BASIC 1.90/2.10 MISTO ANDREZA,EDREDON,26.90,60.00,63019000
5165,PIJAMA FEMININO CORSARIO MALWEE ADULTO,PIJAMAS,40.28,132.00,61083100
272,JOGO DE CAMA SOLTEIRO 03 PCS 150 FIOS SANTISTA PRATA COTEMIN,JOGO DE CAMA,40.02,156.00,63022100
1758,TAPETE SAO CARLOS EMOTION 0.50/1.00,TAPETE,33.26,63.00,57033000
6016,CORTINA PRATIKA 5.40/2.70/2.80 MALAGA BELLA,CORTINA,283.48,643.00,63039200
2991,VARAO DUPLO 4 MTS 19X28MM CROMADO BELLA ARTE,CORTINA,55.04,159.00,73063000
2079,LENCOL AVULSO QUEEN FIX 180 FIOS TOTAL MIX ARTEX,LENCOL AVULSO,43.46,114.00,63023200
1775,COBRE LEITO KING 03 PÇS EVOLUTION ESTAMPADA CAMESA/ROZAC,COBRE LEITO,51.75,189.00,94049000
2935,MANTA SOLTEIRO FLEECE MICROFIBRA LISO/ESTAMPADA ANDREZA,COBERTOR,33.16,66.00,63014000
5403,KIT BOLSAS G/P URSO PRICINPE GADE BABY,BOLSAS,92.86,231.00,42022220
1875,BODY MANGA CURTA/MANGA  HUG,CONFECCÃO PARA BEBE,39.00,39.00,61112000
4359,TOALHA VISITA PONTO CRUZ IRINA/VELUX CASA IN KARSTEN,TOALHAS AVULSA,03.09,6.00,63026000
3677,TOALHA VISITA PONTO CRUZ MELINA/LARA /IRINA/ KARSTEN,TOALHAS AVULSA,4.98,15.00,63026000
5956,CAPA P/BOTIJAO DE GAS BASICA ESTAMPADA INTERLAR,CAPA,07.06,15.00,63049300
2241,VARAO CORTINA 2 MTS 28 MM CORES  BELLA ARTE,CORTINA,9.74,45.00,73042990
3612,CORTINA DUPLEX LINHO MACRAME 2.00/2.30 VARAO DE 2 MTS BELLA,CORTINA,160.54,255.00,63039200
3232,CORTINA PRATIKA 1.80/2.00 BORDADA  V.2 MT BELLA JANELA,CORTINA,82.24,186.00,63039200
3936,TOALHA BANHO JACQUARD PREMIUM/PRISMA 0.70/1.40 DOHLER,TOALHAS AVULSA,24.00,42.00,63026000
1133,MANTA BEBE FLEECE 0.82/0.82  DUPLA FLACE C/ NANINHA LEPPER,MANTA PARA BEBE,39.69,90.00,63014000
5870,TAPETE COZINHA COMPLY ANTIFADIGA 0.46/0.76 JOLITEX,TAPETE,11.25,36.00,42050000
1274,COBRE LEITO SUPER KING 03 PÇS DYURI ULTRASONIC JOLITEX,COBRE LEITO,62.00,186.00,94044000
2352,COBRE LEITO QUEEN 03 PÇS ULTRA SONIC ESTAMP. PROMOCINAL CAME,COBRE LEITO,0.00,117.00,94049000
3703,JOGO DE CAMA QUEEN 04 PÇS MALHA IN COTTON ALTENBURG,JOGO DE CAMA,181.06,378.00,63021000
860,TOALHA ROSTO 0.48/0.80 MARTINA/ANTONIETA ZERO TWISTER KARSTE,TOALHAS AVULSA,12.59,27.00,63026000
1400,JOGO DE CAMA QUEEN 04 PCS 200 FIOS 40 CM ALTURA LEPPER,JOGO DE CAMA,147.43,324.00,63021000
1403,TOALHA BANHAO 0.81/1.50 LINEA JACQUARD BOUTON,TOALHAS AVULSA,41.25,87.00,63026000
3676,TOALHA BANHO AVELUDADA MONIQUE/POLLY/KI/KARSTEN,TOALHAS AVULSA,17.30,54.00,63026000
775,TOALHA ROSTO PEROLA/CONFORT/ROMANCE/CRISTAL DOHLER,TOALHAS AVULSA,12.80,27.00,63026000
3249,TOALHA BANHO ADVANCED 0.70/1.40 500GR DOHLER,TOALHAS AVULSA,13.70,42.00,63026000
4447,COBRE LEITO CASAL 03 PÇS UNIQUE 180 FIOS ALTENBURG,JOGO DE CAMA,156.59,297.00,94049000
1049,COBRE LEITO CASAL MALHA 03 PÇS PREMIER /ECO ALTENBURG,COBRE LEITO,157.33,327.00,94049000
2283,CULOTE CURTO MALHA  SONHART,CONFECCÃO PARA BEBE,12.87,24.00,61112000
2286,KIT PERFUME ACQUA DI GIOHOMME 100ML DEO 75ML,PERFUME MASCULINO,298.53,596.00,33030020
5835,CAPA PARA TRAVESSEIRO MALHA LISO/ESTAMPADA VEET BABY,FRONHA,21.30,45.00,63041990
2892,TRAVESSEIRO VEET DE MULTIPLA UTILIDADE BABY MAINART,TRAVESSEIROS,28.90,48.00,94049000
1914,PEL ELEFANTE XT9156-30/HUSKY DEITADO MEDIO/BALEIA FOFFY,PELUCIA,36.93,87.00,95030031
3461,TOALHA  LAVABO 02 PÇS C/ TIRA BORDADA CRISTAL BOUTON,TOALHAS AVULSA,12.99,48.00,63026000
3607,COBERTOR INF. 1.00/1.50 SWEET BABY C/CABIDE DUPLA FACE ANDRE,COBERTOR INFANTIL,41.32,138.00,63014000
5896,TAPETE SAO CARLOS CLASSE A 0.66/1.20,TAPETE,67.79,159.00,57024200
5902,JOGO DE TOALHA 05 PÇS BARROCA/MEDELLIN CAVIQUIOLI,JOGO DE TOALHAS,84.00,219.00,63026000
1774,COBRE LEITO QUEEN 03 PÇS EVOLUTION ESTAMPADA CAMESA/ROZAC,COBRE LEITO,47.15,169.00,94049000
4938,CAMINHO DE MESA 0.40/1.60 CROCHE FATEX,CAMINHO DE MESA,31.06,63.00,6300025100
5889,JOGO DE CAMA SOLTEIRO 02 PÇS  FIO 30 DELICATTO LA DOTTA,JOGO DE CAMA,17.49,39.00,63021000
308,MANTA CASAL BLANKET/VINTAGE KACYUMARA,COBRE LEITO,43.22,126.00,63014000
559,COLCHA SOLTEIRO PORTUGUESA DIAMANTINA 1.70/2.50 RAUL TEXTIL,COLCHA,33.85,119.00,63041990
1924,TOALHA BANHÃO 0.90/1.50 LOLLIPOP BUDDEMEYER,TOALHAS AVULSA,33.16,114.00,63026000
2040,KIT COBRE LEITO QUEEN  180 FIOS 07 PÇS ANDREZA,KIT,179.90,423.00,94049000
1376,MANTA QUEEN ACONCHEGO MICROFIBRA CORTTEX/ROZAC,MANTA TIPO COBERTOR,0.29,84.00,63014000
204,TAPETE 0.60/0.90 CAPACHO FENICE LISO BELLA CASA,TAPETE,54.50,138.00,57033000
1584,FRONHA AVULSA MALHA FIO PENTEADO FIO NOBRE/VENESA,FRONHA,4.79,10.50,63021000
1042,CAPA PARA COLCHAO CASAL DE MALHA VENESA ALT. 30,CAPAS,27.33,96.00,63021000
3333,TRAVESSEIRO SONO & SAUDE KIDS 0.50/0.70 ALTENBURG,TRAVESSEIROS,38.50,79.00,94049000
2984,CAMINHO DE MESA 0.40/1.40 TIRA BORDADA ARGIVAI,CAMINHO DE MESA,36.42,90.00,63025300
5180,TOALHA ROSTO 0.50/0.80 CRISTAL C/RENDA BOUTON,TOALHAS AVULSA,12.33,39.00,63026000
1800,JOGO DE CAMA QUEEN  03 PÇS MALHA FIO 30 VENESA,JOGO DE CAMA,41.79,145.00,63021000
521,JOGO DE CAMA SOLTEIRO 02 PCS MALHA IN COTTON ALTENBURG,JOGO DE CAMA,48.57,108.00,63021000
3882,ALMOFADA PAETE ROZAC,ALMOFADA,16.00,36.00,63049300
5876,KIT CUECA BOX INFANTIL 02 PÇS MALWEE,CONFECCOES,15.86,36.00,61071100
1192,TRAVESSEIRO PESCOÇO CERVICAL VEET,TRAVESSEIROS,30.06,57.00,94049000
1925,PANO DE COPA GOURMET QUADRICULADO PCT C/03 UNID.BUDDEMEYER,PANO DE PRATO,30.53,98.00,63026000
2516,COBRE LEITO CASAL 03 PÇS SATINEE 300 FIOS KACYUMARA,COBRE LEITO,240.50,722.00,63041910
5089,JOGO DE CAMA SOLTEIRO KING 03 PCS SATINEE KACYUMARA,JOGO DE CAMA,256.78,537.00,63022100
5203,COLCHA SOLTEIRO PIQUET C/FRANJA MEDALHAO BUDDEMEYER,COLCHA,86.93,240.00,63041910
5120,COLCHA QUEEN PIQUET C/ FRANJA IN DESIGN MEDALHAO BUDDEMEYER,COLCHA,125.83,348.00,63041910
1928,TOALHA ROSTO 0.48/0.80 LOLLIPOP/SUPREME/MARTINE BUDDEMEYER,TOALHAS AVULSA,16.46,36.00,63026000
6015,TOALHA ROSTO  0.50/0.85 ETERNITY FIO EGIPCIO  ARTEX,TOALHAS AVULSA,13.59,30.00,63026000
5262,TAPETE P/ BOX ANTIDERRAPANTE MODELOS VARIADOS ADOMES,TAPETE,22.05,48.00,39249000
1467,PISO ATOALHADO FELPUDO PRIME 0.50/0.70 DOHLER,PISO ATOALHADO,7.44,30.00,63026000
3428,TOALHA ROSTO PONTO CRUZ IRINA/VELUX KARSTEN,TOALHAS AVULSA,5.49,10.50,63026000
5545,MACACAO BEBE CURTO WORD BABY,CONFECCOES,0.00,27.00,0
131,TOALHA MESA 1.40/1.40 TEKA ELEGANCE,TOALHA DE MESA,11.21,36.00,63025100
3502,PEL URSO C/ VESTIDO /CORACAO BBL400L-U-F/BBL1220M FOFFY,PELUCIA,43.23,84.00,95030031
3850,CAIXA DE FRALDA LISA CREMER LUXO C/ 05 UNIDADES,DIVERSOS,23.49,45.00,96190000
1068,TOALHA FRALDA LUXO LISA/ESTAMPADO CREMER,FRALDAS,24.64,45.00,62092000
1604,TOALHA BANHO VELOUR/VERONA/ARTESANALLE PINTAR DOLHER,TOALHAS AVULSA,13.83,54.00,63026000
4612,"PIJAMA BABY FEM E MASC.1,2,3 ,4CALÇA MC/ML CALÇA ALGODAO MAL",CONFECCOES,31.70,72.00,61112000
2978,GUARDANAPO 0.51/0.51 GOURMET ALG.COOTON KARSTEN,TOALHA DE MESA,5.33,12.00,63025300
278,CAPA PARA MAQUINA/TANQUINHO ADOMES/CASA BELLA,CAPA,20.51,73.50,63041990
2832,PORTA TRAVESSEIRO PIQUE 4 ABAS 0.50/0.70 TOGNATO,CAPAS,34.68,78.00,63023100
1075,FRONHA AVULSA 0.50/0.90 300 FIOS SATINEE KACYUMARA,FRONHA,33.06,76.00,63023100
5797,TOALHA MESA 1.60 REDONDA LIMPA FACIL CLEAN ATHENAS DOHLER,TOALHA DE MESA,16.27,63.00,63025100
5929,TAPETE 0.40/0.60 DIVERSOS PELO ALTO PROMOÇÃO,TAPETE,7.50,24.00,63080000
2168,PANTUFAS BABY SONHART,CALÇADO INFANTIL,15.69,30.00,64041900
473,ESCULTURA EM POLIRRESINA REF 14866 MART,DIVERSOS,102.51,264.00,39264000
3203,MANTA QUEEN FLEECE MICROFIBRA LISO/ESTAMPADA 200 GR ANDREZA,MANTA TIPO COBERTOR,35.64,99.00,63014000
2783,VARAO CORTINA 4 MTS 28 MM CROMADO BELLA ARTE,CORTINA,28.79,117.00,73042990
1969,"COLCHA QUEEN PIQUET 2,50/2,60 RAUL TEXTIL",COLCHA,110.22,216.00,63041990
3594,LENÇOL AVULSO KING SATINEE KACYUMARA,LENCOL AVULSO,147.16,309.00,63023100
5757,CONJ.MASC REGATA /MC BERMUDA ESTAMPADA  ARTE MENOR,CONFECCOES,26.95,61.50,61032200
3368,PIJAMA INFAN/JUVE FEMININO SHORT/MC/REG. 06 A 16 ANOS MALWEE,CONFECCOES,49.38,98.00,61083100
2255,JOELHEIRA BEBE 0 A 12 MESES COM ANTIDERRAPANTE 1050 SELENE,CONFECCOES,5.71,9.00,61083100
6077,SOUSPLAST REDONDO PIQUET 40 CM ARGIVAI,CAMINHO DE MESA,9.46,30.00,63025300
4275,TAPETE 0.40/0.60 ANTIDERRAPANTE BEM VINDO BASIC ANDREZA,TAPETE,6.57,28.00,42050000
5708,PROTETOR DE PORTA 0.80/0.90 CM ADOMES/ARTESANATO MINEIRO,DIVERSOS,9.90,22.00,63041100
6058,COBRE LEITO QUEEN 03 PÇS TACTO VERO/BELO/DIAMANT KACYUMARA,COBRE LEITO,280.89,562.00,94049000
1474,JOGO DE CAMA CASAL 04 PCS 200 FIOS 40 CM ALTURA LEPPER,JOGO DE CAMA,134.03,294.00,63021000
3657,VARAO CORTINA 2 MTS 28 MM CROMADO DOURADO VALEZIO,CORTINA,17.42,49.50,73049090
1739,EDREDON BERÇO MALHA SONHART,EDREDON INFANTIL,116.06,390.00,94049000
683,EDREDON KING 300 FIOS CRISTAL BORDADO  BOUTON,EDREDON,273.60,576.00,94049000
530,TAPETE VEGAS 1.00/1.40 FIO DE SEDA FIBRA CURTA BUCHARA/PINHE,TAPETE,84.01,210.00,57033000
1277,PEL BONECA DE PANO PEQUENA DL 748-35/DL 749-35/DL 798B-35 FO,PELUCIA,22.40,54.00,95030022
1089,CHAVEIRO TIMES LATERAL EMBORRACHADO,DIVERSOS,2.37,4.50,73269090
5181,TOALHA MESA 2.00 REDONDA LIMPA FACIL CLEAN PASSION DOHLER,TOALHA DE MESA,25.98,112.00,63025100
5213,PERFUME LA VIE EST BELLE LEAU DE SOLEIL/ NEW INTENSEMENT 100,PERFUME FEMININO,341.28,699.00,33030010
1217,JOGO DE BERCO 03 PCS MALHA BORDADO/ESTAM TIMES BOUTON,JOGO DE BERÇO,30.46,69.00,63014000
1182,MACACAO LONGO BEBE SUEDINE /PETUT/SONEKINHA/WORD BABY,CONFECCÃO PARA BEBE,14.84,36.00,61112000
1849,MEIA RECEN NASCIDO 0 A 5 MESES PCT C/ 03 PÉ+PÉ 1020/1030 SEL,CONFECCOES,8.94,24.00,61112000
1644,BABADOR C /MORDEDOR COLIBRI,BABADOR,0.13,13.50,63092000
6076,ALMOFADA INFANTIL TRANSFER LEPPER,ALMOFADA,32.89,57.00,94049000
3741,"CAPA PARA MAQUINA 100% PVC P,M,G VITORIA",DIVERSOS,15.83,39.00,63022200
89,TAPETE PELO BAIXO CLASSIC ESTAMPADO 1.50/2.00 OASIS,TAPETE,128.00,258.00,57024200
173,TOALHA BANHO TEKA DRY/LUIZA,TOALHAS AVULSA,14.73,33.00,63026000
335,TOALHA MESA 1.40/1.40 ROYAL MISTO SANTISTA,TOALHA DE MESA,8.63,19.50,63025300
1020,PEL URSO C/VESTIDO P /ABELHA/JOANA BBL1257L/BBL1220S FOFFY,PELUCIA,27.30,66.00,95030031
750,SAIA BABADO QUEEN 1.60/2.00 LIT BLANC/SUPREME ALTENBURG,SAIA PARA COLCHAO,166.22,315.00,63022100
567,COLCHA CASAL PIQUET FAVO GENOVA 2.00/2.40 TEKA,COLCHA,67.22,138.00,63041910
2737,VARAO DUPLO 2 MTS 19X28 MM CROMADO BELLA ARTE,CORTINA,30.79,102.00,73063000
5903,CESTO FLOW 34X27X9 OU,DIVERSOS,15.75,36.00,39249000
3917,MACACAO BEBE MALHA LONGO STRUPI ZUPI,CONFECCOES,16.81,42.00,61112000
925,JOGO DE BERCO 02 PÇS MALHA TEXNEW,JOGO DE BERÇO,17.32,60.00,63023100
5843,COBRE LEITO SUPER KING 03 PÇS REQUINTE BORDADA TEXTIL ARTE,COBRE LEITO,102.76,252.00,94049000
451,CAPA PARA COLCHAO CASAL MALHA EDROMANIA,CAPAS,17.50,57.00,63023900
2907,JOGO DE BERCO 02 PÇS MALHA FIO 30 VIVALDI PREMIUM SUL BRASIL,JOGO DE BERÇO,7.25,16.50,63021000
2860,CORTINA RUSTICA PANTEX 3.00/1.70 BELLA JANELA,CORTINA,40.15,132.00,63039200
3515,FRONHA MALHA IN COTTON C/ 02 UNID. ALTENBURG,FRONHA,14.80,48.00,63021000
